id,INFORMED CONSENT FORM,Age (Taon),Sex (Kasarian),Type of learner,Current Educational Level (Kasalukuyang Antas ng Edukasyon),"Preferred Learning Modality: 
Pinapaborang Paraan ng Pagkatuto:",Which gadgets do you currently use for studying?  (Anong gadget ang gamit mo pangaral?),"Do you have internet at home?
(May internet ba kayo sa bahay?)",Q1,Q2,Q3,Q4,Q5,confidence_avg,Q6,Q7,Q8,Q9,acad_fit_avg,Q10,Q11,Q12,Q13,Q14,Q15,engage_avg,Q16,Q17,Q18,Q19,Q20,motiv_avg,Q21,Q22,Q23,Q24,Q25,Q26,habits_avg,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,pref_avg,Q35,Q36,Q37,Q38,Q39,chall_avg,Q40,Q41,Q42,Q43,Q44,motiv_avg.1,Q45,Q46,Q47,Q48,Q49,Q50,strat_avg,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,interest_avg,average_all,"What features would you find most helpful in an adaptive learning system?
(Anong mga features ang sa tingin mo ay pinaka-makakatulong sa isang adaptive learning system?)","Do you have any additional comments or suggestions that could help improve learning materials or adaptive learning systems? 
(Mayroon ka bang karagdagang komento o mungkahi na makakatulong sa pagpapabuti ng mga materyales sa pagkatuto o adaptive learning systems?)",capability,academic_fit,engagement,motivation,study_habits,prior_learning,preferences,constraints,commitment,strategies,interest,cluster
11.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),17,Male,Regular Student (Junior High / Senior High / College),Senior High School (Grade 11–12),Face to Face,Smartphone;Desktop,Postpaid Internet (Monthly Subscription),5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,3.75,4.0,4.0,5.0,4.0,4.0,5.0,4.33,5.0,4.0,5.0,5.0,5.0,4.8,3.0,4.0,4.0,4.0,3.0,3.0,3.5,0.0,0.0,1.0,5.0,5.0,5.0,5.0,4.0,4.8,3.0,4.0,4.0,3.0,2.0,3.2,4.0,4.0,5.0,5.0,5.0,4.6,5.0,5.0,3.0,4.0,5.0,3.0,4.17,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.12,Lessons that adjust based on learning pace;Immediate feedback on answers;Progress tracking and performance monitoring,,4.0,3.75,4.333333333333333,4.8,3.5,0.3333333333333333,4.8,3.2,4.6,4.166666666666667,4.0,0
12.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),16,Male,Regular Student (Junior High / Senior High / College),Senior High School (Grade 11–12),Face to Face,Smartphone;Laptop,Postpaid Internet (Monthly Subscription),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.8,3.0,4.0,3.0,5.0,4.0,4.0,3.83,0.0,1.0,1.0,5.0,4.0,4.0,4.0,5.0,4.4,3.0,3.0,2.0,2.0,2.0,2.4,5.0,4.0,5.0,4.0,5.0,4.6,3.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.75,4.18,Lessons that adjust based on learning pace;Progress tracking and performance monitoring;Automatically adjusted difficulty levels,,5.0,5.0,4.0,4.8,3.8333333333333335,0.6666666666666666,4.4,2.4,4.6,4.0,3.75,2
13.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),18,Male,Regular Student (Junior High / Senior High / College),Senior High School (Grade 11–12),Face to Face,Smartphone;Desktop;Tablet,Postpaid Internet (Monthly Subscription),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,Lessons that adjust based on learning pace,,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0,5.0,2
14.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),15,Male,Regular Student (Junior High / Senior High / College),Junior High School (Grade 7–10),Face to Face,Smartphone,Mobile Data Only,5.0,5.0,5.0,5.0,3.0,4.6,5.0,4.0,4.0,4.0,4.25,5.0,5.0,3.0,1.0,3.0,5.0,3.67,3.0,5.0,5.0,5.0,5.0,4.6,3.0,4.0,5.0,3.0,5.0,5.0,4.17,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.75,4.56,Lessons that adjust based on learning pace;Immediate feedback on answers;Progress tracking and performance monitoring;Personalized learning recommendations,,4.6,4.25,3.6666666666666665,4.6,4.166666666666667,0.6666666666666666,5.0,4.6,5.0,5.0,4.75,2
15.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),16,Male,Regular Student (Junior High / Senior High / College),Junior High School (Grade 7–10),Modular/Printed,Smartphone;Desktop;Tablet,Postpaid Internet (Monthly Subscription),5.0,4.0,4.0,5.0,3.0,4.2,5.0,4.0,5.0,5.0,4.75,5.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.8,3.0,3.0,5.0,5.0,4.0,5.0,4.17,1.0,1.0,1.0,5.0,3.0,3.0,3.0,4.0,3.6,2.0,4.0,4.0,1.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.6,4.0,3.0,5.0,3.0,5.0,5.0,4.17,5.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,4.38,4.17,Lessons that adjust based on learning pace;Immediate feedback on answers;Progress tracking and performance monitoring;Personalized learning recommendations,,4.2,4.75,4.0,4.8,4.166666666666667,1.0,3.6,3.0,4.6,4.166666666666667,4.375,2
16.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),17,Male,Regular Student (Junior High / Senior High / College),Senior High School (Grade 11–12),Face to Face,Smartphone,Postpaid Internet (Monthly Subscription),5.0,5.0,5.0,5.0,4.0,4.8,2.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,4.33,2.0,2.0,5.0,4.0,5.0,3.6,2.0,1.0,4.0,5.0,3.0,1.0,2.67,0.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,4.8,3.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.4,5.0,5.0,4.0,5.0,5.0,4.0,4.67,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.63,4.09,Lessons that adjust based on learning pace;Immediate feedback on answers;Progress tracking and performance monitoring;Automatically adjusted difficulty levels;Personalized learning recommendations,,4.8,4.0,4.333333333333333,3.6,2.6666666666666665,0.6666666666666666,4.8,4.0,3.4,4.666666666666667,4.625,0
17.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),15,Male,Regular Student (Junior High / Senior High / College),Junior High School (Grade 7–10),Face to Face,Smartphone,Mobile Data Only,3.0,3.0,3.0,4.0,3.0,3.2,2.0,3.0,3.0,3.0,2.75,2.0,3.0,3.0,2.0,3.0,4.0,2.83,2.0,3.0,5.0,4.0,5.0,3.8,3.0,4.0,3.0,3.0,3.0,3.0,3.17,1.0,0.0,1.0,3.0,4.0,3.0,2.0,4.0,3.2,2.0,1.0,3.0,3.0,3.0,2.4,3.0,4.0,3.0,4.0,4.0,3.6,4.0,4.0,5.0,4.0,4.0,5.0,4.33,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.38,3.37,Lessons that adjust based on learning pace;Immediate feedback on answers;Progress tracking and performance monitoring;Automatically adjusted difficulty levels;Personalized learning recommendations;Other,,3.2,2.75,2.8333333333333335,3.8,3.1666666666666665,0.6666666666666666,3.2,2.4,3.6,4.333333333333333,4.375,1
18.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),15,Female,Regular Student (Junior High / Senior High / College),Junior High School (Grade 7–10),Blended,Smartphone;Desktop,Prepaid Internet,5.0,5.0,4.0,5.0,4.0,4.6,3.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.83,4.0,5.0,5.0,5.0,5.0,4.8,4.0,4.0,4.0,5.0,5.0,5.0,4.5,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.5,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.5,4.67,Lessons that adjust based on learning pace;Immediate feedback on answers;Progress tracking and performance monitoring;Automatically adjusted difficulty levels;Personalized learning recommendations,,4.6,4.0,4.833333333333333,4.8,4.5,1.0,5.0,5.0,5.0,4.5,4.5,2
19.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),16,Male,Regular Student (Junior High / Senior High / College),Senior High School (Grade 11–12),Face to Face,Smartphone;Laptop;Desktop;Tablet,Prepaid Internet,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Lessons that adjust based on learning pace;Progress tracking and performance monitoring;Personalized learning recommendations,,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,2
20.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),15,Female,Regular Student (Junior High / Senior High / College),Junior High School (Grade 7–10),Face to Face,Smartphone,Mobile Data Only,4.0,5.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.4,5.0,3.0,4.0,3.0,4.0,3.0,3.67,0.0,0.0,1.0,4.0,3.0,4.0,3.0,4.0,3.6,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.6,5.0,4.0,5.0,3.0,3.0,3.0,3.83,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.5,3.96,Lessons that adjust based on learning pace;Automatically adjusted difficulty levels;Personalized learning recommendations,,4.0,4.0,4.0,3.4,3.6666666666666665,0.3333333333333333,3.6,4.0,4.6,3.8333333333333335,4.5,0
21.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),16,Female,Regular Student (Junior High / Senior High / College),Junior High School (Grade 7–10),Online,Smartphone;Laptop;Desktop;Tablet,Prepaid Internet,5.0,4.0,5.0,4.0,5.0,4.6,4.0,5.0,3.0,5.0,4.25,4.0,5.0,4.0,5.0,4.0,5.0,4.5,4.0,5.0,4.0,5.0,4.0,4.4,5.0,4.0,5.0,3.0,4.0,2.0,3.83,0.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.4,3.0,4.0,3.0,4.0,3.0,3.4,3.0,4.0,3.0,4.0,3.0,3.4,5.0,3.0,2.0,2.0,5.0,5.0,3.67,5.0,3.0,3.0,5.0,5.0,2.0,2.0,2.0,3.38,3.88,Lessons that adjust based on learning pace,,4.6,4.25,4.5,4.4,3.8333333333333335,0.6666666666666666,3.4,3.4,3.4,3.6666666666666665,3.375,0
22.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),17,Male,Regular Student (Junior High / Senior High / College),Senior High School (Grade 11–12),Blended,Smartphone;Tablet,Mobile Data Only,4.0,3.0,5.0,3.0,2.0,3.4,1.0,2.0,2.0,5.0,2.5,5.0,5.0,5.0,5.0,2.0,2.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3,1.0,1.0,0.0,5.0,4.0,4.0,3.0,3.0,3.8,5.0,3.0,4.0,5.0,2.0,3.8,5.0,3.0,3.0,3.0,4.0,3.6,5.0,2.0,3.0,2.0,4.0,1.0,2.83,2.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,3.0,3.39,Automatically adjusted difficulty levels,,3.4,2.5,4.0,4.0,3.0,0.6666666666666666,3.8,3.8,3.6,2.8333333333333335,3.0,1
23.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),16,Female,Regular Student (Junior High / Senior High / College),Junior High School (Grade 7–10),Face to Face,Smartphone;Laptop;Desktop,Postpaid Internet (Monthly Subscription),4.0,4.0,4.0,5.0,4.0,4.2,5.0,4.0,4.0,4.0,4.25,4.0,4.0,5.0,5.0,5.0,5.0,4.67,4.0,4.0,5.0,5.0,5.0,4.6,4.0,4.0,5.0,5.0,5.0,5.0,4.67,0.0,1.0,0.0,5.0,4.0,5.0,5.0,5.0,4.8,3.0,2.0,4.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,3.83,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.63,4.26,Lessons that adjust based on learning pace;Progress tracking and performance monitoring,,4.2,4.25,4.666666666666667,4.6,4.666666666666667,0.3333333333333333,4.8,3.0,5.0,3.8333333333333335,3.625,2
24.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),17,Male,Regular Student (Junior High / Senior High / College),Senior High School (Grade 11–12),Face to Face,Smartphone;Tablet,Prepaid Internet,4.0,3.0,2.0,2.0,2.0,2.6,2.0,4.0,3.0,4.0,3.25,3.0,2.0,2.0,1.0,2.0,4.0,2.33,5.0,3.0,4.0,2.0,3.0,3.4,5.0,4.0,3.0,2.0,1.0,5.0,3.33,0.0,0.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,1.0,2.0,2.4,5.0,3.0,2.0,3.0,5.0,3.6,5.0,4.0,3.0,2.0,3.0,4.0,3.5,5.0,3.0,2.0,3.0,4.0,5.0,3.0,2.0,3.38,3.08,Lessons that adjust based on learning pace;Immediate feedback on answers;Progress tracking and performance monitoring;Automatically adjusted difficulty levels;Personalized learning recommendations;Other,,2.6,3.25,2.3333333333333335,3.4,3.3333333333333335,0.3333333333333333,3.0,2.4,3.6,3.5,3.375,1
25.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),18,Male,Regular Student (Junior High / Senior High / College),Senior High School (Grade 11–12),Face to Face,Smartphone;Laptop;Desktop;Tablet,Postpaid Internet (Monthly Subscription),5.0,4.0,4.0,5.0,4.0,4.4,5.0,5.0,4.0,4.0,4.5,4.0,5.0,4.0,4.0,5.0,4.0,4.33,5.0,5.0,5.0,4.0,4.0,4.6,4.0,4.0,4.0,4.0,5.0,5.0,4.33,0.0,0.0,1.0,4.0,3.0,4.0,4.0,4.0,3.8,3.0,3.0,3.0,4.0,4.0,3.4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.5,4.19,Lessons that adjust based on learning pace;Immediate feedback on answers;Progress tracking and performance monitoring;Personalized learning recommendations,,4.4,4.5,4.333333333333333,4.6,4.333333333333333,0.3333333333333333,3.8,3.4,4.0,4.0,4.5,0
