ID,Language,Module,Strand,Track,Difficulty,Prerequisite,Competency,Description,difficulty_score,motivation_req,engagement_req,capability,academic_fit,engagement,motivation,study_habits,prior_learning,preferences,constraints,commitment,strategies,interest,cluster,difficulty
BLP20,Filipino,Kapaligiran Natin: Alagaan Natin,BLP LS2: Problem-solving and Critical Thinking,Basic Literacy Program,Beginner,"BLP1, BLP2",Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",1,1,1,0.1354719155573206,0.3792501619296448,0.2280285188916154,0.32840959668691705,0.10075736144327105,0.1829691410537942,0.2587879967300619,0.3101095401589058,0.8923429455180177,0.9375958807145719,0.8105500511966248,7,2
BLP21,Filipino,Karagdagang Kita Buhat sa Halaman,BLP LS2: Problem-solving and Critical Thinking,Basic Literacy Program,Beginner,"BLP1, BLP2",Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",1,1,1,0.1948135521852694,0.3550720537338957,0.35210442360543337,0.3861054783419069,0.18750138201844635,0.37475432780410767,0.2359818011549165,0.2901716624796833,0.9150259427213934,0.9789052740491321,0.8618839728981509,7,1
BLP22,Filipino,Laging Handa sa Panahon ng Sakuna,BLP LS2: Problem-solving and Critical Thinking,Basic Literacy Program,Beginner,"BLP1, BLP2",Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",1,1,1,0.39455037187185826,0.11783076028517983,0.22165554875645996,0.13190011013489478,0.3463890881471209,0.3849837312066807,0.1279396544291969,0.30806946485690334,0.7215872071372191,0.8134057494951306,0.7558435050102676,7,2
BLP23,Filipino,Lakbay Alaga,BLP LS2: Problem-solving and Critical Thinking,Basic Literacy Program,Beginner,"BLP1, BLP2",Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",1,1,1,0.11012077801179608,0.2647790978954484,0.3306411981591699,0.13512446440631753,0.7592556110610281,0.7949257724053935,0.8588728236110399,0.8818187591147264,0.21634668627480225,0.2979878327326463,0.10081936649446226,7,3
BLP24,Filipino,Landas ng Pagbabago Tungo sa Teknolohiya,BLP LS2: Problem-solving and Critical Thinking,Basic Literacy Program,Beginner,"BLP1, BLP2",Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",1,1,1,0.2416495062421213,0.24045916418514715,0.13559024585168697,0.21049260071862053,0.14819285564869616,0.3523392113100472,0.23992247276022355,0.14563585660833783,0.9913937611006161,0.8913436424201602,0.9940824577233003,7,2
BLP25,Filipino,May Kakayahan Ka Ba?,BLP LS2: Problem-solving and Critical Thinking,Basic Literacy Program,Beginner,"BLP1, BLP2",Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",1,1,1,0.3827812449215501,0.13399697654570294,0.38057856385370525,0.31452192361091025,0.2566735179669628,0.23532283380599095,0.27081168476609196,0.38127039931166173,0.987130022366302,0.7139007668751588,0.8469127960868252,7,3
BLP26,Filipino,Mitsa ng Buhay: Mga Kalamidad na Gawa ng Tao,BLP LS2: Problem-solving and Critical Thinking,Basic Literacy Program,Beginner,"BLP1, BLP2",Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",1,1,1,0.14610993592866253,0.2676491466434018,0.1907961028050334,0.2545001781880037,0.7845292617133833,0.992492399717525,0.9036096911349061,0.8286099566231947,0.3656696511676325,0.17626236333100953,0.30881675043668155,1,3
BLP27,Filipino,Nang Matuto Ka at Magising,BLP LS2: Problem-solving and Critical Thinking,Basic Literacy Program,Beginner,"BLP1, BLP2",Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",1,1,1,0.2675687726704643,0.25371912264830215,0.23768125050414468,0.10896478032887066,0.39052550074786163,0.14130672439883307,0.16718890975076212,0.13204903827164122,0.8662105014197047,0.9778893007321513,0.8762451010751087,7,2
BLP28,Filipino,Ooops…Ingat Lang!,BLP LS2: Problem-solving and Critical Thinking,Basic Literacy Program,Beginner,"BLP1, BLP2",Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",1,1,1,0.3964964836703643,0.3938501356880094,0.14878382543337748,0.13077245228772005,0.17039590009897188,0.30469378256742474,0.24809632577049576,0.38416282672210267,0.9323282454023403,0.8320860274984656,0.9896279588806132,7,3
BLP29,Filipino,"Pagkain, Paano Ka Tunawin",BLP LS2: Problem-solving and Critical Thinking,Basic Literacy Program,Beginner,"BLP1, BLP2",Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",1,1,1,0.7564789391433857,0.915155964503478,0.9953743947055672,0.9616352676703651,0.3312105705790481,0.2843336394550714,0.2812694682594329,0.11874537486308714,0.27226347171242193,0.36442294452179536,0.18828436657023156,7,2
BLP30,Filipino,Pagsibol Mo…Kayamanan Ko,BLP LS2: Problem-solving and Critical Thinking,Basic Literacy Program,Beginner,"BLP1, BLP2",Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",1,1,1,0.9765476363293452,0.9334153488838858,0.9431150653713268,0.7418898847456808,0.16833291870942868,0.3678794198245251,0.2750056230815485,0.20614077329083555,0.3324987034075687,0.30612039523929024,0.11286855993765078,7,3
BLP31,Filipino,"Pagyamanin, Likas yaman Natin",BLP LS2: Problem-solving and Critical Thinking,Basic Literacy Program,Beginner,"BLP1, BLP2",Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",1,1,1,0.9814057909515559,0.7235709946310229,0.7232242536888891,0.8540777419579715,0.36397758295651816,0.34614406301687484,0.3692153005870661,0.34265975876055277,0.18633314878881052,0.2578429806668586,0.177940996013787,7,1
BLP32,Filipino,"Pandama Ko, Iingatan Ko!",BLP LS2: Problem-solving and Critical Thinking,Basic Literacy Program,Beginner,"BLP1, BLP2",Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",1,1,1,0.2761628409633977,0.21424624659710972,0.14265564347082388,0.2959632617684873,0.848556228124465,0.809585246074712,0.7113276782984892,0.9924618567248111,0.21858818147253448,0.19379676655163192,0.20687633422558552,1,2
BLP33,Filipino,Patapon Man: Pakikinabangan Din,BLP LS2: Problem-solving and Critical Thinking,Basic Literacy Program,Beginner,"BLP1, BLP2",Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",1,1,1,0.15871425770249942,0.2507593554265466,0.25609560946443527,0.28016977773436874,0.2200666397098097,0.28447338485556545,0.20637084991545107,0.23709168042189321,0.7828885612097772,0.8084491407271842,0.8696822888573862,7,3
BLP34,Filipino,"Sa Mga Pagbabagong Pisikal, Kalinisan Mo ay Alagaan",BLP LS2: Problem-solving and Critical Thinking,Basic Literacy Program,Beginner,"BLP1, BLP2",Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",1,1,1,0.8050487071068444,0.7547804590242183,0.770151278443229,0.9114825722191944,0.27810318503950693,0.24279771820835036,0.3749563317262633,0.30346399805707064,0.34252789448982357,0.3614675978406452,0.32989731767433794,7,1
BLP35,Filipino,Saklolo,BLP LS2: Problem-solving and Critical Thinking,Basic Literacy Program,Beginner,"BLP1, BLP2",Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",1,1,1,0.2553222802540595,0.15889564348318932,0.3448240758416884,0.1401874490610681,0.23223254730456835,0.35816368782389907,0.15418178002540947,0.2545018239503658,0.7778612454926699,0.8963573212873848,0.7721240728733489,7,3
BLP36,Filipino,Subok na Mabisa,BLP LS2: Problem-solving and Critical Thinking,Basic Literacy Program,Beginner,"BLP1, BLP2",Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",1,1,1,0.8354392142793754,0.7040042004126877,0.8928232628970391,0.9379210826828634,0.10473327901171248,0.16083568504924448,0.32117122667935133,0.11565541874416335,0.1413648858532498,0.1195702425969265,0.2396109339504062,7,1
BLP37,Filipino,Ubo! Ubo! TB Ba Ito?,BLP LS2: Problem-solving and Critical Thinking,Basic Literacy Program,Beginner,"BLP1, BLP2",Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",1,1,1,0.8812281809658303,0.7737720504163377,0.8087356804849939,0.9965045376097045,0.2856121481409468,0.10245183770375134,0.30911902641098543,0.13755093537331028,0.25716469463109026,0.22188812160757337,0.34604845596118217,7,2
BLP38,Filipino,Wastong Nutrisyon: Kaagapay ng Pamilya sa Kalusugan at Hanapbuhay,BLP LS2: Problem-solving and Critical Thinking,Basic Literacy Program,Beginner,"BLP1, BLP2",Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",1,1,1,0.8592868937603428,0.97757665410814,0.7816676245348134,0.7820035192106055,0.13723445227567266,0.1499592727846881,0.38665069310780464,0.190172214780014,0.39023911053589055,0.21873875576950344,0.33624734955147134,7,3
BLP39,Filipino,Wastong Nutrisyon sa Kalusugan Mahalaga,BLP LS2: Problem-solving and Critical Thinking,Basic Literacy Program,Beginner,"BLP1, BLP2",Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",1,1,1,0.31729893030395595,0.2598577165241863,0.3961223442302648,0.30829268267703513,0.9266515064526426,0.995861234510526,0.8246316853184901,0.8278422492639138,0.1746186247433448,0.3884294660757991,0.16679160392698478,1,1
BLP40,Filipino,Yamang-Tubig: Ingatan at Pagyamanin,BLP LS2: Problem-solving and Critical Thinking,Basic Literacy Program,Beginner,"BLP1, BLP2",Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",1,1,1,0.33015264755771717,0.2274005435584553,0.11871923221016367,0.249134165267439,0.7807580915452179,0.738184061402883,0.8333446529213522,0.8592878529961264,0.18802459097295351,0.3182295696544165,0.12540183647161943,7,3
BLP41,Filipino,Ako at Ang Aking Watawat,BLP LS5: Understanding the Self and Society,Basic Literacy Program,Beginner,"BLP1, BLP2",Understanding Self and Society,"Development of self-awareness, social responsibility, and cultural understanding.",1,1,1,0.374185472076491,0.362008667672269,0.16793626932256278,0.10017111499712839,0.11917199541072834,0.1034975178838855,0.13791207413305046,0.2651148533211488,0.7329872742871294,0.9613646683290018,0.9998633739665911,7,2
BLP42,Filipino,"Ako, Kami, Tayo: Sa Landas ng Kapayapaan",BLP LS5: Understanding the Self and Society,Basic Literacy Program,Beginner,"BLP1, BLP2",Understanding Self and Society,"Development of self-awareness, social responsibility, and cultural understanding.",1,1,1,0.23527326270696716,0.19648061047340135,0.2860560370473623,0.2547631224848321,0.1706212167707994,0.3704222047628615,0.19678183578872585,0.15099754556087594,0.7622078248945804,0.9333105361343861,0.963114272463386,7,2
BLP43,Filipino,"Ako'y Ako, Bakit Kaya?",BLP LS5: Understanding the Self and Society,Basic Literacy Program,Beginner,"BLP1, BLP2",Understanding Self and Society,"Development of self-awareness, social responsibility, and cultural understanding.",1,1,1,0.9009552828340178,0.9379120206019503,0.873210176355911,0.795564605033708,0.2664324195065394,0.2634056844872623,0.3019558909071292,0.3089384626717582,0.2903514975626299,0.1280143024600991,0.19549516516244111,7,2
BLP44,Filipino,"Ako'y Pilipino, Ipinagmamalaki Ko Ito!",BLP LS5: Understanding the Self and Society,Basic Literacy Program,Beginner,"BLP1, BLP2",Understanding Self and Society,"Development of self-awareness, social responsibility, and cultural understanding.",1,1,1,0.3701446268042453,0.32791567387510034,0.1389719128864162,0.30071952104922717,0.19984088266921318,0.29059257530788507,0.25049547416742074,0.21684214034784907,0.7861023568192914,0.7470156884412847,0.7118898824835791,7,2
BLP45,Filipino,Ang Aming mga Gawain,BLP LS5: Understanding the Self and Society,Basic Literacy Program,Beginner,"BLP1, BLP2",Understanding Self and Society,"Development of self-awareness, social responsibility, and cultural understanding.",1,1,1,0.18217048523398366,0.26066464061756767,0.22606891597397105,0.11314108717440846,0.8136381970377946,0.9949016049671315,0.9173742294844514,0.9656016441892235,0.15338535422931054,0.3932649816147735,0.14394609691555782,1,2
BLP46,Filipino,Babae: Huwag kang Papayag!,BLP LS5: Understanding the Self and Society,Basic Literacy Program,Beginner,"BLP1, BLP2",Understanding Self and Society,"Development of self-awareness, social responsibility, and cultural understanding.",1,1,1,0.36951224099516167,0.3555969497304139,0.34933531014372066,0.20758527483598307,0.7167318097583911,0.7624794249983059,0.8468972518089984,0.7983202067667325,0.13626000454077644,0.27356366363665885,0.2434488048425049,7,1
BLP47,Filipino,"Babae, Karapatan Mo't Tungkulin",BLP LS5: Understanding the Self and Society,Basic Literacy Program,Beginner,"BLP1, BLP2",Understanding Self and Society,"Development of self-awareness, social responsibility, and cultural understanding.",1,1,1,0.7043237319077782,0.9266023826174747,0.8545826430216872,0.9475620115392196,0.3665757420275989,0.19172375733247676,0.10431205478433264,0.36429078830047656,0.3254529611232343,0.25633672067025204,0.36992104501747913,7,3
BLP48,Filipino,Bagong Sibol,BLP LS5: Understanding the Self and Society,Basic Literacy Program,Beginner,"BLP1, BLP2",Understanding Self and Society,"Development of self-awareness, social responsibility, and cultural understanding.",1,1,1,0.3772466610799523,0.2085415071265398,0.25678541787793274,0.14887852270139984,0.1597823185916369,0.11338133675208656,0.20976071640557065,0.1730022773744424,0.9743945147619586,0.9079883669306339,0.7243697449371997,7,2
BLP49,Filipino,Droga….Inaabuso nga ba?,BLP LS5: Understanding the Self and Society,Basic Literacy Program,Beginner,"BLP1, BLP2",Understanding Self and Society,"Development of self-awareness, social responsibility, and cultural understanding.",1,1,1,0.7634875744309964,0.8902911690407451,0.8666405252990839,0.7906427831878354,0.22103674427698555,0.2730258676274856,0.31024157515489825,0.14460397218762827,0.1023793623626322,0.18130943655513612,0.2295823055111364,7,1
BLP50,Filipino,Halina…Magplano ng Pamilya,BLP LS5: Understanding the Self and Society,Basic Literacy Program,Beginner,"BLP1, BLP2",Understanding Self and Society,"Development of self-awareness, social responsibility, and cultural understanding.",1,1,1,0.1634117233344052,0.12855894386307837,0.3210020374730271,0.31237626146206343,0.9869882404638801,0.9348723668519423,0.932362017971056,0.7236473976024297,0.24991953852861085,0.37825464535259945,0.11817356714271908,1,2
BLP51,Filipino,Itanong Mo sa mga Bata,BLP LS5: Understanding the Self and Society,Basic Literacy Program,Beginner,"BLP1, BLP2",Understanding Self and Society,"Development of self-awareness, social responsibility, and cultural understanding.",1,1,1,0.8707105132265192,0.8443685558666715,0.7239928964838954,0.94968643861367,0.26417592655936595,0.3007615508457437,0.12359390388599878,0.2262678356239074,0.34653429342095043,0.348020844773228,0.3268701890655491,7,2
BLP52,Filipino,Kailan…Nga Ba?,BLP LS5: Understanding the Self and Society,Basic Literacy Program,Beginner,"BLP1, BLP2",Understanding Self and Society,"Development of self-awareness, social responsibility, and cultural understanding.",1,1,1,0.1025023504107331,0.13913127224027846,0.3926380684963462,0.337023400121944,0.73537222900424,0.9758540946804766,0.7333214913743277,0.8615446743766662,0.3686581926187632,0.37028898486686523,0.26243587825025105,1,2
BLP53,Filipino,"Karapatan ng Bata, Dapat Alagaan",BLP LS5: Understanding the Self and Society,Basic Literacy Program,Beginner,"BLP1, BLP2",Understanding Self and Society,"Development of self-awareness, social responsibility, and cultural understanding.",1,1,1,0.8176792929843868,0.7707971779632973,0.8519561664126849,0.7857156723408867,0.223018727035857,0.1551219733902966,0.1373379047997907,0.22255993543642139,0.2527321889508455,0.13364820272243805,0.13785110502969458,7,3
BLP54,Filipino,"Katangiang Taglay, Dulot ay Tagumpay",BLP LS5: Understanding the Self and Society,Basic Literacy Program,Beginner,"BLP1, BLP2",Understanding Self and Society,"Development of self-awareness, social responsibility, and cultural understanding.",1,1,1,0.25635682971752416,0.11554765679973064,0.3351883252980534,0.1739931866613446,0.25774285966584054,0.293111065991967,0.3900311690129459,0.17111220550651207,0.8551147674055575,0.9163053661669787,0.7358534391330472,7,3
BLP55,Filipino,Katapatan Sandigan ng Katotohanan,BLP LS5: Understanding the Self and Society,Basic Literacy Program,Beginner,"BLP1, BLP2",Understanding Self and Society,"Development of self-awareness, social responsibility, and cultural understanding.",1,1,1,0.9785069029013991,0.8958172637469224,0.9038678311555619,0.8680407479710127,0.38521597574755784,0.12242814951458311,0.2231826725859384,0.13247168563070674,0.1318813591756678,0.3171644232949583,0.2778575076285166,7,2
BLP56,Filipino,"Kaya Mo, Kaya Ko Rin!",BLP LS5: Understanding the Self and Society,Basic Literacy Program,Beginner,"BLP1, BLP2",Understanding Self and Society,"Development of self-awareness, social responsibility, and cultural understanding.",1,1,1,0.13776128012180366,0.17197765613498206,0.19193444775571122,0.10075347528454749,0.31139148449370996,0.2926285011094424,0.208040351980091,0.1355254880841344,0.7681180735177029,0.8015590611294502,0.8938736831963107,7,3
BLP57,Filipino,Malayo Ka Man,BLP LS5: Understanding the Self and Society,Basic Literacy Program,Beginner,"BLP1, BLP2",Understanding Self and Society,"Development of self-awareness, social responsibility, and cultural understanding.",1,1,1,0.31634928420775255,0.38845343193216386,0.2876890807012682,0.3148291879276012,0.16289300128162787,0.31166623792593035,0.10212246195216987,0.26656256186777183,0.9476145506677567,0.9706603513525596,0.8785439783370836,7,3
BLP58,Filipino,Mga Karapatan: Alamin at Pangalagaan,BLP LS5: Understanding the Self and Society,Basic Literacy Program,Beginner,"BLP1, BLP2",Understanding Self and Society,"Development of self-awareness, social responsibility, and cultural understanding.",1,1,1,0.17706561648849922,0.3254755395192699,0.37744391630159824,0.1206674218820633,0.14828333238477545,0.2263959388469959,0.15596950112606467,0.2634075572557496,0.8798122188796217,0.7373219011446183,0.7869688179203247,7,3
BLP59,Filipino,Mga Karapatan at Tungkulin ng Senior Citizen,BLP LS5: Understanding the Self and Society,Basic Literacy Program,Beginner,"BLP1, BLP2",Understanding Self and Society,"Development of self-awareness, social responsibility, and cultural understanding.",1,1,1,0.9711926460734659,0.9459648187373056,0.8235770243105464,0.8565971538932364,0.14127250195443472,0.20261896019935866,0.15385815877683456,0.3663596001218232,0.37920254459149694,0.23497525166736336,0.3758223147134039,7,3
BLP60,Filipino,"Oras ay Mahalaga, Humayo at Kumilos Ka",BLP LS5: Understanding the Self and Society,Basic Literacy Program,Beginner,"BLP1, BLP2",Understanding Self and Society,"Development of self-awareness, social responsibility, and cultural understanding.",1,1,1,0.20002287074225716,0.31841410237785084,0.1937416023815896,0.15613336198554315,0.1183743426490543,0.15509231790110328,0.38823242155908133,0.22626136554580753,0.8108096769955196,0.734602145311606,0.7557007577909968,7,2
